Region,Country,ISP,Technology,Product name,Up to?,Downstream bandwidth,Downstream units,Downstream (Mbps),Upstream bandwidth,Upstream units,Usage cap,Cap units,Tariff currency,Connection charge (local currency),Modem cost (local currency),Monthly cost (local currency),Contract term (months),Must also take landline?,Voice mins included?,VAT included?,VAT Rate,Standard Xrate,Monthly cost (US$),PPP Xrate,Monthly cost (US$ PPP),Date tariff recorded,Notes,Source URL
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Surfer,,192,Kbps,0.192,192,Kbps,,,USD,25.00,,28.00,,,,No,21%,1,28.00,1,28.00,2012Q3,,http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Surfer,,256,Kbps,0.256,256,Kbps,,,USD,25.00,,33.00,,,,No,21%,1,33.00,1,33.00,2012Q3,,http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Surfer,,512,Kbps,0.512,512,Kbps,,,USD,25.00,,38.00,,,,No,21%,1,38.00,1,38.00,2012Q3,,http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,128,Kbps,0.128,128,Kbps,,,USD,25.00,,26.00,,,,No,21%,1,26.00,1,26.00,2012Q3,"30 hours cap, USD 0.6 per excess hour (from 6am - 6pm)",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,192,Kbps,0.192,192,Kbps,,,USD,25.00,,30.00,,,,No,21%,1,30.00,1,30.00,2012Q3,"40 hours cap, USD 0.5  per excess hour (from 6am - 6pm)",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,256,Kbps,0.256,256,Kbps,,,USD,25.00,,36.00,,,,No,21%,1,36.00,1,36.00,2012Q3,"50 hours cap, USD 0.4  per excess hour (from 6am - 6pm)",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,512,Kbps,0.512,512,Kbps,,,USD,25.00,,40.00,,,,No,21%,1,40.00,1,40.00,2012Q3,"60 hours cap, USD 0.3   per excess hour (from 6am - 6pm)",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,128,Kbps,0.128,128,Kbps,3,GB,USD,25.00,,24.00,,,,No,21%,1,24.00,1,24.00,2012Q3,"Unlimited from 9pm to 6am, USD 0.012 per excess 1MB",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,192,Kbps,0.192,192,Kbps,5,GB,USD,25.00,,28.00,,,,No,21%,1,28.00,1,28.00,2012Q3,"Unlimited from 9pm to 6am, USD 0.011 per excess 1MB",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,256,Kbps,0.256,256,Kbps,7,GB,USD,25.00,,32.00,,,,No,21%,1,32.00,1,32.00,2012Q3,"Unlimited from 9pm to 6am, USD 0.010 per excess 1MB",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,512,Kbps,0.512,512,Kbps,9,GB,USD,25.00,,46.00,,,,No,21%,1,46.00,1,46.00,2012Q3,"Unlimited from 9pm to 6am, USD 0.009 per excess 1MB",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,1024,Kbps,1.024,512,Kbps,11,GB,USD,25.00,,54.00,,,,No,21%,1,54.00,1,54.00,2012Q3,"Unlimited from 9pm to 6am, USD 0.008 per excess 1MB",http://www.eastera.tj/en/node/63
Asia,Tajikistan,Eastera [Tajikistan],ADSL,Daily,,1024,Kbps,1.024,1024,Kbps,13,GB,USD,25.00,,76.00,,,,No,21%,1,76.00,1,76.00,2012Q3,"Unlimited from 9pm to 6am, USD 0.007 per excess 1MB",http://www.eastera.tj/en/node/63
Africa,Tanzania,Africa Online [Tanzania],,Infinet classic,Up to,768,Kbps,0.768,,,3,GB,USD,,,55.00,,,,No,18%,1,55.00,1,55.00,2012Q3,Technology is not specified.,http://www.africaonline.co.tz/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=34
Africa,Tanzania,Africa Online [Tanzania],,Infinet easy,Up to,768,Kbps,0.768,,,5,GB,USD,,,85.00,,,,No,18%,1,85.00,1,85.00,2012Q3,Technology is not specified.,http://www.africaonline.co.tz/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=34
Africa,Tanzania,Africa Online [Tanzania],,Infinet lite,Up to,768,Kbps,0.768,,,2,GB,USD,,,40.00,,,,No,18%,1,40.00,1,40.00,2012Q3,Technology is not specified.,http://www.africaonline.co.tz/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=34
Africa,Tanzania,Africa Online [Tanzania],,Infinet pro,Up to,768,Kbps,0.768,,,10,GB,USD,,,158.00,,,,No,18%,1,158.00,1,158.00,2012Q3,Technology is not specified.,http://www.africaonline.co.tz/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=34
Africa,Tanzania,BOL [Tanzania],CDMA,Modem,Up to,128,Kbps,0.128,,,,,USD,250.00,,32.00,,,,No,18%,1,32.00,1,32.00,2012Q3,Connection type: Modem. Shared bandwidth,http://www.bolmobile.co.tz/bol/tariff.php
Africa,Tanzania,BOL [Tanzania],CDMA,P2P,,128,Kbps,0.128,,,,,USD,0.00,,190.00,,,,No,18%,1,190.00,1,190.00,2012Q3,Connection type: P2P. Dedicated bandwidth,http://www.bolmobile.co.tz/bol/tariff.php
Africa,Tanzania,BOL [Tanzania],CDMA,P2P,,256,Kbps,0.256,,,,,USD,0.00,,340.00,,,,No,18%,1,340.00,1,340.00,2012Q3,Connection type: P2P. Dedicated bandwidth,http://www.bolmobile.co.tz/bol/tariff.php
Africa,Tanzania,BOL [Tanzania],CDMA,P2P,,512,Kbps,0.512,,,,,USD,0.00,,600.00,,,,No,18%,1,600.00,1,600.00,2012Q3,Connection type: P2P. Dedicated bandwidth,http://www.bolmobile.co.tz/bol/tariff.php
Africa,Tanzania,BOL [Tanzania],CDMA,P2P,,1,Mbps,1,,,,,USD,0.00,,900.00,,,,No,18%,1,900.00,1,900.00,2012Q3,Connection type: P2P. Dedicated bandwidth,http://www.bolmobile.co.tz/bol/tariff.php
Africa,Tanzania,BOL [Tanzania],CDMA,P2P,,2,Mbps,2,,,,,USD,0.00,,"1,600.00",,,,No,18%,1,"1,600.00",1,"1,600.00",2012Q3,Connection type: P2P. Dedicated bandwidth,http://www.bolmobile.co.tz/bol/tariff.php
Africa,Tanzania,TTCL [Tanzania],,Nduki Bronze,,256,Kbps,0.256,,,,,TZS,,,"30,000.00",,Yes,,Yes,18%,1582,18.96,546.3008008,54.91,2012Q3,Technology is not specified.,http://www.ttcl.co.tz/broadband_pricing_home.asp
Africa,Tanzania,TTCL [Tanzania],,Nduki Silver,,512,Kbps,0.512,,,,,TZS,,,"60,000.00",,Yes,,Yes,18%,1582,37.93,546.3008008,109.83,2012Q3,Technology is not specified.,http://www.ttcl.co.tz/broadband_pricing_home.asp
Africa,Tanzania,TTCL [Tanzania],,Nduki Gold,,1,Mbps,1,,,,,TZS,,,"100,000.00",,Yes,,Yes,18%,1582,63.21,546.3008008,183.05,2012Q3,Technology is not specified.,http://www.ttcl.co.tz/broadband_pricing_home.asp
Africa,Tanzania,TTCL [Tanzania],,Nduki Gold,,2,Mbps,2,,,,,TZS,,,"200,000.00",,Yes,,Yes,18%,1582,126.42,546.3008008,366.10,2012Q3,Technology is not specified.,http://www.ttcl.co.tz/broadband_pricing_home.asp
Africa,Uganda,Broadband Company [Uganda],,Homespot Family,,256,Kbps,0.256,,,10,GB,UGX,"300,000.00",,"99,000.00",,,,?,,2480,39.92,835.7790972,118.45,2012Q3,,"http://broadbandcompany.ug/home_.php 
http://broadbandcompany.ug/packages.php"
Africa,Uganda,Broadband Company [Uganda],,Homespot Extra,,256,Kbps,0.256,,,15,GB,UGX,"300,000.00",,"120,000.00",,,,?,,2480,48.39,835.7790972,143.58,2012Q3,,"http://broadbandcompany.ug/home_.php 
http://broadbandcompany.ug/packages.php"
Africa,Uganda,Uganda Telecom [Uganda],ADSL,,,64,Kbps,0.064,,,,,USD,50.00,,90.00,,,,?,,1,90.00,1,90.00,2012Q3,,http://www.utl.co.ug/internet/broadband-services/tariffs/
Africa,Uganda,Uganda Telecom [Uganda],ADSL,,,128,Kbps,0.128,,,,,USD,50.00,,170.00,,,,?,,1,170.00,1,170.00,2012Q3,,http://www.utl.co.ug/internet/broadband-services/tariffs/
Africa,Uganda,Uganda Telecom [Uganda],ADSL,,,256,Kbps,0.256,,,,,USD,50.00,,300.00,,,,?,,1,300.00,1,300.00,2012Q3,,http://www.utl.co.ug/internet/broadband-services/tariffs/
Europe,Ukraine,Ukrtelecom [Ukraine],ADSL,OGO! 512-2010,Up to,512,Kbps,0.512,256,Kbps,Unlimited,,UAH,,,60.00,,Yes,,Yes,20%,8.08,7.43,3.972934693,15.10,2012Q3,"For subscribers outside the limits of Kyiv: Antivirus OGO! provided with an additional fee, 1GB mail box number not provided",http://en.ukrtelecom.ua/services/customers/internet/ogo/rates
Europe,Ukraine,Ukrtelecom [Ukraine],ADSL,OGO! 1+,Up to,1,Mbps,1,512,Kbps,Unlimited,,UAH,,,100.00,,Yes,,Yes,20%,8.08,12.38,3.972934693,25.17,2012Q3,"For subscribers outside the limits of Kyiv: Antivirus OGO! provided with an additional fee, one 1GB mail box number provided",http://en.ukrtelecom.ua/services/customers/internet/ogo/rates
Europe,Ukraine,Ukrtelecom [Ukraine],ADSL,OGO! 2+,Up to,2,Mbps,2,1,Mbps,Unlimited,,UAH,,,150.00,,Yes,,Yes,20%,8.08,18.56,3.972934693,37.76,2012Q3,"For subscribers outside the limits of Kyiv: Antivirus OGO! provided, one 1GB mail box number provided",http://en.ukrtelecom.ua/services/customers/internet/ogo/rates
Europe,Ukraine,Ukrtelecom [Ukraine],ADSL,OGO!Ultra,Up to,24,Mbps,24,3,Mbps,Unlimited,,UAH,,,200.00,,Yes,,Yes,20%,8.08,24.75,3.972934693,50.34,2012Q3,"For subscribers outside the limits of Kyiv: Antivirus OGO! provided, one 1GB mail box number provided",http://en.ukrtelecom.ua/services/customers/internet/ogo/rates
Europe,Ukraine,Ukrtelecom [Ukraine],ADSL,OGO! 2,Up to,2,Mbps,2,3,Mbps,Unlimited,,UAH,,,60.00,,Yes,,Yes,20%,8.08,7.43,3.972934693,15.10,2012Q3,"For subscribers Kyiv: Antivirus OGO! provided with an additional fee, 1GB mail box number not provided",http://en.ukrtelecom.ua/services/customers/internet/ogo/rates
Europe,Ukraine,Ukrtelecom [Ukraine],ADSL,OGO! 4,Up to,4,Mbps,4,3,Mbps,Unlimited,,UAH,,,100.00,,Yes,,Yes,20%,8.08,12.38,3.972934693,25.17,2012Q3,"For subscribers Kyiv: Antivirus OGO! provided with an additional fee, one 1GB mail box number provided",http://en.ukrtelecom.ua/services/customers/internet/ogo/rates
Europe,Ukraine,Ukrtelecom [Ukraine],ADSL,OGO! 8,Up to,8,Mbps,8,3,Mbps,Unlimited,,UAH,,,150.00,,Yes,,Yes,20%,8.08,18.56,3.972934693,37.76,2012Q3,"For subscribers Kyiv: Antivirus OGO! provided, one 1GB mail box number provided",http://en.ukrtelecom.ua/services/customers/internet/ogo/rates
Europe,Ukraine,Ukrtelecom [Ukraine],ADSL,OGO!Ultra,Up to,24,Mbps,24,3,Mbps,Unlimited,,UAH,,,200.00,,Yes,,Yes,20%,8.08,24.75,3.972934693,50.34,2012Q3,"For subscribers Kyiv: Antivirus OGO! provided, one 1GB mail box number provided",http://en.ukrtelecom.ua/services/customers/internet/ogo/rates
Europe,Ukraine,Volia [Ukraine],Cable,Maximum,,100,Mbps,100,3072,Kbps,500,GB,UAH,,0,119.90,,,,Yes,20%,8.08,14.84,3.972934693,30.18,2012Q3,No limit on volume of traffic. Technology is not specified.,http://volia.com/eng/internet/packages/maximum/
Europe,Ukraine,Volia [Ukraine],Cable,Stream,,30,Mbps,30,1024,Kbps,350,GB,UAH,,0,99.90,,,,Yes,20%,8.08,12.36,3.972934693,25.15,2012Q3,No limit on volume of traffic. Technology is not specified.,http://volia.com/eng/internet/packages/stream/
Europe,Ukraine,Volia [Ukraine],Cable,Start,,10,Mbps,10,512,Kbps,170,GB,UAH,,0,69.90,,,,Yes,20%,8.08,8.65,3.972934693,17.59,2012Q3,No limit on volume of traffic. Technology is not specified.,http://volia.com/eng/internet/packages/start/
Europe,Ukraine,Volia [Ukraine],Cable,Light,,2,Mbps,2,512,Kbps,80,GB,UAH,,0,49.90,,,,Yes,20%,8.08,6.18,3.972934693,12.56,2012Q3,No limit on volume of traffic. Technology is not specified.,http://volia.com/eng/internet/packages/light/
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Superior User,,30,Mbps,30,,,,,AED,200.00,240,699.00,,,,?,,3.67,190.46,3.476885937,201.04,2012Q3,Unlimited usage. Technology is not specified.,http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Heavy Users,,16,Mbps,16,,,,,AED,200.00,240,549.00,,,,?,,3.67,149.59,3.476885937,157.90,2012Q3,Unlimited usage. Technology is not specified.,http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Heavy Users,,8,Mbps,8,,,,,AED,200.00,240,499.00,,,,?,,3.67,135.97,3.476885937,143.52,2012Q3,Unlimited usage. Technology is not specified.,http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Heavy Users,,4,Mbps,4,,,,,AED,200.00,240,449.00,,,,?,,3.67,122.34,3.476885937,129.14,2012Q3,Unlimited usage. Technology is not specified.,http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Active Users,,2,Mbps,2,,,,,AED,200.00,240,349.00,,,,?,,3.67,95.10,3.476885937,100.38,2012Q3,Unlimited usage. Technology is not specified.,http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Active Users,,1,Mbps,1,,,,,AED,200.00,240,249.00,,,,?,,3.67,67.85,3.476885937,71.62,2012Q3,Unlimited usage. Technology is not specified.,http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Light User,,512,Kbps,0.512,,,,,AED,200.00,240,189.00,,,,?,,3.67,51.50,3.476885937,54.36,2012Q3,Unlimited usage. Technology is not specified.,http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Light User,,256,Kbps,0.256,,,,,AED,200.00,240,149.00,,,,?,,3.67,40.60,3.476885937,42.85,2012Q3,Unlimited usage. Technology is not specified.,http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Middle East,United Arab Emirates,Etisalat [United Arab Emirates],ADSL,Light User,,256,Kbps,0.256,,,,,AED,200.00,240,79.00,,,,?,,3.67,21.53,3.476885937,22.72,2012Q3,"15 hours of usage free per month, additional AED 2.99 charge per extra usage hour. Technology is not specified.",http://www.etisalat.ae/eportal/en/personal/internet-services-packages.html
Europe,United Kingdom,BT [United Kingdom],ADSL,Broadband and Evening & Weekend calls,Up to,16,Mbps,16,,,10,GB,GBP,,,13.00,18,Yes,Evening & Weekend,Yes,20%,0.65,20.00,0.659176976,19.72,2012Q3,"Line rental from GBP 10.75, evening and weekend calls included. Technology is not specified.",http://www.productsandservices.bt.com/consumerProducts/displayTopic.do?topicId=25633
Europe,United Kingdom,BT [United Kingdom],ADSL,Broadband and Anytime calls,Up to,16,Mbps,16,,,10,GB,GBP,,,13.00,12,Yes,Unlimited,Yes,20%,0.65,20.00,0.659176976,19.72,2012Q3,"Line rental from GBP 10.75, anytime calls included. Technology is not specified.",http://www.productsandservices.bt.com/consumerProducts/displayTopic.do?topicId=25633
Europe,United Kingdom,BT [United Kingdom],ADSL,More Broadband and Evening & Weekend calls,Up to,16,Mbps,16,,,40,GB,GBP,,,18.00,18,Yes,Evening & Weekend,Yes,20%,0.65,27.69,0.659176976,27.31,2012Q3,"Line rental from GBP 10.75, evening and weekend calls included. Technology is not specified.",http://www.productsandservices.bt.com/consumerProducts/displayTopic.do?topicId=25633
Europe,United Kingdom,BT [United Kingdom],FTTC,More Broadband and Evening & Weekend calls with superfast BT Infinity,Up to,38,Mbps,38,9.5,Mbps,40,GB,GBP,25.00,,18.00,18,Yes,Evening & Weekend,Yes,20%,0.65,27.69,0.659176976,27.31,2012Q3,"Line rental from GBP 10.75, evening and weekend calls included. Technology is not specified.",http://www.productsandservices.bt.com/consumerProducts/displayTopic.do?topicId=25633
Europe,United Kingdom,BT [United Kingdom],ADSL,Unlimited Broadband and Evening & Weekend calls,Up to,16,Mbps,16,,,,,GBP,,,26.00,18,Yes,Evening & Weekend,Yes,20%,0.65,40.00,0.659176976,39.44,2012Q3,"Line rental from GBP 10.75, Unlimited usage, evening and weekend calls included. Technology is not specified.",http://www.productsandservices.bt.com/consumerProducts/displayTopic.do?topicId=25633
Europe,United Kingdom,BT [United Kingdom],FTTC,Unlimited Broadband and Evening & Weekend calls with superfast BT Infinity,Up to,76,Mbps,76,19,Mbps,,,GBP,,,26.00,18,Yes,Evening & Weekend,Yes,20%,0.65,40.00,0.659176976,39.44,2012Q3,"Line rental from GBP 10.75, Unlimited usage, evening and weekend calls included. Technology is not specified.",http://www.productsandservices.bt.com/consumerProducts/displayTopic.do?topicId=25633
Europe,United Kingdom,BT [United Kingdom],FTTH,Unlimited Broadband and Evening & Weekend calls with superfast BT Infinity,Up to,100,Mbps,100,15,Mbps,,,GBP,,,35.00,18,Yes,Evening & Weekend,Yes,20%,0.65,53.85,0.659176976,53.10,2012Q3,"Line rental from GBP 10.75, Unlimited usage, evening and weekend calls included. Technology is not specified.",http://www.productsandservices.bt.com/consumerProducts/displayTopic.do?topicId=25633
Europe,United Kingdom,TalkTalk [United Kingdom],ADSL,Essentials,,,,0,,,Unlimited,,GBP,,,3.25,12,Yes,Evening & Weekend,Yes,20%,0.65,5.00,0.659176976,4.93,2012Q3,For first 12 months half price- reverts to �6.50 thereafter. Must pay 14.5 GBP monthly for line rental.,http://sales.talktalk.co.uk/product/broadband/essentials
Europe,United Kingdom,TalkTalk [United Kingdom],Fibre,Superfast 38Mb,Up to,38,Mbps,38,,,,,GBP,30.00,,13.25,18,Yes,,Yes,20%,0.65,20.38,0.659176976,20.10,2012Q3,Phone line rental required @ �14.50,http://sales.talktalk.co.uk/products/broadband/fibre-optic/check/
Europe,United Kingdom,TalkTalk [United Kingdom],Fibre,Superfast 76Mb,Up to,76,Mbps,76,,,,,GBP,30.00,,18.25,18,Yes,,Yes,20%,0.65,28.08,0.659176976,27.69,2012Q3,Phone line rental required @ �14.50,http://sales.talktalk.co.uk/products/broadband/fibre-optic/check/
Europe,United Kingdom,Virgin Media [United Kingdom],Cable,Small households and couples - only broadband,Up to,30,Mbps,30,,,10.5,GB,GBP,Free,,22.50,12,,,Yes,20%,0.65,34.62,0.659176976,34.13,2012Q3,,http://store.virginmedia.com/broadband/compare-broadband/30mb.html#
Europe,United Kingdom,Virgin Media [United Kingdom],Cable,Perfect for families - only broadband,Up to,60,Mbps,60,,,15,GB,GBP,Free,,27.50,12,,,Yes,20%,0.65,42.31,0.659176976,41.72,2012Q3,,http://store.virginmedia.com/broadband/compare-broadband/30mb.html#
Europe,United Kingdom,Virgin Media [United Kingdom],Cable,The ultimate experience - only broadband,Up to,100,Mbps,100,,,30,GB,GBP,Free,,34.75,12,,,Yes,20%,0.65,53.46,0.659176976,52.72,2012Q3,,http://store.virginmedia.com/broadband/compare-broadband/100mb.html
Europe,United Kingdom,Virgin Media [United Kingdom],Cable,Small households and couples - only broadband,Up to,30,Mbps,30,,,10.5,GB,GBP,Free,,28.40,18,,0,Yes,20%,0.65,43.69,0.659176976,43.08,2012Q3,Phone line included,http://store.virginmedia.com/broadband/compare-broadband/30mb.html#
Europe,United Kingdom,Virgin Media [United Kingdom],Cable,Perfect for families - only broadband,Up to,60,Mbps,60,,,15,GB,GBP,Free,,32.40,18,,0,Yes,20%,0.65,49.85,0.659176976,49.15,2012Q3,Phone line included,http://store.virginmedia.com/broadband/compare-broadband/30mb.html#
Europe,United Kingdom,Virgin Media [United Kingdom],Cable,The ultimate experience - only broadband,Up to,100,Mbps,100,,,30,GB,GBP,Free,,39.40,18,,0,Yes,20%,0.65,60.62,0.659176976,59.77,2012Q3,Phone line included,http://store.virginmedia.com/broadband/compare-broadband/100mb.html
North America,United States,AT&T [United States],Mixed,Pro,Up to,3,Mbps,3,,,,,USD,,,19.95,12,,,No,,1,19.95,1,19.95,2012Q3,"For internet connections, a separate fee amy applied",http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Elite,Up to,6,Mbps,6,,,,,USD,,,24.95,12,,,No,,1,24.95,1,24.95,2012Q3,,http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Max,Up to,12,Mbps,12,,,,,USD,,,29.95,12,,,No,,1,29.95,1,29.95,2012Q3,,http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Max plus,Up to,18,Mbps,18,,,,,USD,,,34.95,12,,,No,,1,34.95,1,34.95,2012Q3,,http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Max Turbo,Up to,24,Mbps,24,,,,,USD,,,44.95,12,,,No,,1,44.95,1,44.95,2012Q3,,http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Pro,Up to,3,Mbps,3,,,,,USD,,,38.00,,,,No,,1,38.00,1,38.00,2012Q3,"For internet connections, a separate fee amy applied",http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Elite,Up to,6,Mbps,6,,,,,USD,,,43.00,,,,No,,1,43.00,1,43.00,2012Q3,,http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Max,Up to,12,Mbps,12,,,,,USD,,,48.00,,,,No,,1,48.00,1,48.00,2012Q3,,http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Max plus,Up to,18,Mbps,18,,,,,USD,,,53.00,,,,No,,1,53.00,1,53.00,2012Q3,,http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,AT&T [United States],Mixed,Max Turbo,Up to,24,Mbps,24,,,,,USD,,,63.00,,,,No,,1,63.00,1,63.00,2012Q3,,http://www.att.com/shop/internet.html#fbid=P2Ypv-V7vv0
North America,United States,Comcast [United States],Cable,Performance,Up to,20,Mbps,20,,,,,USD,,,44.99,,,,No,,1,44.99,1,44.99,2012Q3,29.99 for first six months,http://www.comcast.com/internet-service.html
North America,United States,Comcast [United States],Cable,Blast plus,Up to,30,Mbps,30,,,,,USD,,,69.99,,,,No,,1,69.99,1,69.99,2012Q3,49.99 for first six months,http://www.comcast.com/internet-service.html
North America,United States,Comcast [United States],Cable,Extreme 50,Up to,50,Mbps,50,,,,,USD,,,114.95,,,,No,,1,114.95,1,114.95,2012Q3,,http://www.comcast.com/internet-service.html
North America,United States,Comcast [United States],Cable,Extreme 105,Up to,105,Mbps,105,,,,,USD,,,199.95,,,,No,,1,199.95,1,199.95,2012Q3,,http://www.comcast.com/internet-service.html
North America,United States,Time Warner [United States],Cable,Only broadband internet,Up to,15,Mbps,15,,,,,USD,,,34.95,,,,No,,1,34.95,1,34.95,2012Q3,,https://www.roadrunneroffers.com/internet/
North America,United States,Verizon [United States],FTTH,Good,,15,Mbps,15,5,Mbps,,,USD,0.00,,69.99,24,,,No,,1,69.99,1,69.99,2012Q3,,http://www22.verizon.com/home/fiosinternet/#plans
North America,United States,Verizon [United States],FTTH,Better,,50,Mbps,50,25,Mbps,,,USD,0.00,,79.99,24,,,No,,1,79.99,1,79.99,2012Q3,,http://www22.verizon.com/home/fiosinternet/#plans
North America,United States,Verizon [United States],FTTH,Best,,75,Mbps,75,35,Mbps,,,USD,0.00,,89.99,24,,,No,,1,89.99,1,89.99,2012Q3,,http://www22.verizon.com/home/fiosinternet/#plans
Asia,Uzbekistan,East Telecom [Uzbekistan],ADSL,ET MINI GARANT 256 - 1,Up to,256,Kbps,0.256,,,3500,MB,USD,30.00,,100.00,,,,Yes,20%,1,100.00,1,100.00,2012Q3,The rates are given in USD,http://www.etc.uz/ru/business/internet/tariffs
Asia,Uzbekistan,East Telecom [Uzbekistan],ADSL,ET MINI GARANT 256 - 2,Up to,256,Kbps,0.256,,,4200,MB,USD,30.00,,120.00,,,,Yes,20%,1,120.00,1,120.00,2012Q3,The rates are given in USD,http://www.etc.uz/ru/business/internet/tariffs
Asia,Uzbekistan,East Telecom [Uzbekistan],ADSL,ET MINI GARANT 256 - 3,Up to,256,Kbps,0.256,,,5400,MB,USD,30.00,,150.00,,,,Yes,20%,1,150.00,1,150.00,2012Q3,The rates are given in USD,http://www.etc.uz/ru/business/internet/tariffs
Asia,Uzbekistan,East Telecom [Uzbekistan],ADSL,ET MINI GARANT 256 - 4,Up to,256,Kbps,0.256,,,6700,MB,USD,30.00,,185.00,,,,Yes,20%,1,185.00,1,185.00,2012Q3,The rates are given in USD,http://www.etc.uz/ru/business/internet/tariffs
Asia,Uzbekistan,East Telecom [Uzbekistan],ADSL,ET MIDI GARANT 512 - 1,Up to,512,Kbps,0.512,,,8400,MB,USD,30.00,,245.00,,,,Yes,20%,1,245.00,1,245.00,2012Q3,The rates are given in USD,http://www.etc.uz/ru/business/internet/tariffs
